ID;Name;Sex;Age;Height;Weight;Team;NOC;Sport
60572;"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs";F;28;168;61;United States;USA;Hockey
60588;Shadrack Kipchirchir;M;27;173;54;United States;USA;Athletics
60589;Eliud Kipchoge;M;31;167;57;Kenya;KEN;Athletics
60593;Alfred Kipketer;M;19;167;60;Kenya;KEN;Athletics
60597;Benjamin Kiplagat;M;27;186;65;Uganda;UGA;Athletics
60600;Evans Chebet Kiplagat Barkowet;M;28;170;60;Azerbaijan;AZE;Athletics
60604;Jacob Kiplimo;M;15;NA;NA;Uganda;UGA;Athletics
60610;Asbel Kipruto Kiprop;M;27;190;63;Kenya;KEN;Athletics
60612;Helah Kiprop Jelagat;F;31;160;50;Kenya;KEN;Athletics
60613;Jackson Kiprop;M;29;NA;NA;Uganda;UGA;Athletics
60618;Stephen Kiprotich;M;27;172;56;Uganda;UGA;Athletics
60623;Brimin Kiprop (Firmin-) Kipruto;M;31;175;55;Kenya;KEN;Athletics
60624;Conseslus Kipruto;M;21;167;58;Kenya;KEN;Athletics
60633;Phillip Kipyeko;M;21;NA;NA;Uganda;UGA;Athletics
60635;Stefan Kiraj;M;27;189;92;Germany;GER;Canoeing
60665;Miroslav Iliev Kirchev;M;26;186;78;Bulgaria;BUL;Canoeing
60670;"Ulrich Gnter Hermann ""Uli"" Kirchhoff";M;48;190;86;Ukraine;UKR;Equestrianism
60670;"Ulrich Gnter Hermann ""Uli"" Kirchhoff";M;48;190;86;Ukraine;UKR;Equestrianism
60676;Leah Kirchmann;F;26;167;59;Canada;CAN;Cycling
60698;Boris Kirillov;M;23;181;75;Azerbaijan;AZE;Swimming
60701;Alisa Andreyevna Kirilyuk;F;26;165;57;Russia;RUS;Sailing
60707;Vasily Vasilyevich Kiriyenko;M;35;182;75;Belarus;BLR;Cycling
60707;Vasily Vasilyevich Kiriyenko;M;35;182;75;Belarus;BLR;Cycling
60719;Agnete Kirk Thinggaard (Kirk Kristiansen-);F;33;172;62;Denmark;DEN;Equestrianism
60719;Agnete Kirk Thinggaard (Kirk Kristiansen-);F;33;172;62;Denmark;DEN;Equestrianism
60734;Shaun Kirkham;M;24;191;96;New Zealand;NZL;Rowing
60751;Karl Oskar Kirmes;M;20;170;62;Finland;FIN;Gymnastics
60751;Karl Oskar Kirmes;M;20;170;62;Finland;FIN;Gymnastics
60751;Karl Oskar Kirmes;M;20;170;62;Finland;FIN;Gymnastics
60751;Karl Oskar Kirmes;M;20;170;62;Finland;FIN;Gymnastics
60751;Karl Oskar Kirmes;M;20;170;62;Finland;FIN;Gymnastics
60751;Karl Oskar Kirmes;M;20;170;62;Finland;FIN;Gymnastics
60761;Erika Kirpu;F;24;174;61;Estonia;EST;Fencing
60761;Erika Kirpu;F;24;174;61;Estonia;EST;Fencing
60777;Magnus Kirt;M;26;192;90;Estonia;EST;Athletics
60784;Eunice Jepkirui Kirwa;F;32;155;49;Bahrain;BRN;Athletics
60790;Yoshihide Kiryu;M;20;175;68;Japan;JPN;Athletics
60790;Yoshihide Kiryu;M;20;175;68;Japan;JPN;Athletics
60793;Gbor Kis;M;33;194;115;Hungary;HUN;Water Polo
60794;Gerg Kis;M;28;184;81;Hungary;HUN;Swimming
60794;Gerg Kis;M;28;184;81;Hungary;HUN;Swimming
60812;"Jennifer ""Jen"" Kish";F;28;172;73;Canada;CAN;Rugby Sevens
60823;Alphas Leken Kishoyian;M;21;167;59;Kenya;KEN;Athletics
60826;Yuri Kisil;M;20;198;84;Canada;CAN;Swimming
60826;Yuri Kisil;M;20;198;84;Canada;CAN;Swimming
60826;Yuri Kisil;M;20;198;84;Canada;CAN;Swimming
60826;Yuri Kisil;M;20;198;84;Canada;CAN;Swimming
60831;Rachid Kisri;M;41;179;60;Morocco;MAR;Athletics
60834;Balzs Kiss;M;33;178;104;Hungary;HUN;Wrestling
60874;Hanna Anna Kisteleki;F;25;172;63;Hungary;HUN;Water Polo
60885;Felipe Eidji Kitadai;M;27;164;60;Brazil;BRA;Judo
60887;Takamasa Kitagawa;M;19;177;67;Japan;JPN;Athletics
60891;Yuko Kitai;F;43;162;50;Japan;JPN;Equestrianism
60891;Yuko Kitai;F;43;162;50;Japan;JPN;Equestrianism
60892;Hisanori Kitajima;M;31;171;55;Japan;JPN;Athletics
60894;Ryuzo Kitajima;M;30;171;68;Japan;JPN;Equestrianism
60933;Patrik Alexander Kittel;M;40;186;79;Sweden;SWE;Equestrianism
60933;Patrik Alexander Kittel;M;40;186;79;Sweden;SWE;Equestrianism
60959;Kaidi Kivioja;F;23;176;61;Estonia;EST;Triathlon
60962;Kaur Kivistik;M;25;192;76;Estonia;EST;Athletics
60965;Hyvin Kiyeng Jepkemoi;F;24;162;42;Kenya;KEN;Athletics
60987;Sren Kjeldsen;M;41;170;65;Denmark;DEN;Golf
61007;Line Kjrsfeldt;F;22;175;65;Denmark;DEN;Badminton
61014;Kathrin Klaas;F;32;168;72;Germany;GER;Athletics
61031;Pim-On Klaisuban;F;24;167;75;Thailand;THA;Shooting
61031;Pim-On Klaisuban;F;24;167;75;Thailand;THA;Shooting
61034;Rachel Shamiso Klamer;F;25;166;51;Netherlands;NED;Triathlon
61076;Gauthier Klauss;M;28;171;65;France;FRA;Canoeing
61137;Sascha Klein;M;30;173;71;Germany;GER;Diving
61137;Sascha Klein;M;30;173;71;Germany;GER;Diving
61223;Kacper Fabian Klich;M;21;182;78;Poland;POL;Swimming
61235;Andrea Klikovac;F;25;175;73;Montenegro;MNE;Handball
61236;Filip Klikovac;M;27;190;118;Montenegro;MNE;Water Polo
61256;Ingrid Klimke (-Busacker);F;48;172;58;Germany;GER;Equestrianism
61256;Ingrid Klimke (-Busacker);F;48;172;58;Germany;GER;Equestrianism
61263;Aleksey Vasilyevich Klimov;M;40;182;88;Russia;RUS;Shooting
61279;Anja Klinar;F;28;170;62;Slovenia;SLO;Swimming
61279;Anja Klinar;F;28;170;62;Slovenia;SLO;Swimming
61279;Anja Klinar;F;28;170;62;Slovenia;SLO;Swimming
61286;Hanna Klinga;F;26;165;65;Sweden;SWE;Sailing
61293;Meghan Elizabeth Klingenberg;F;28;157;55;United States;USA;Football
61306;Inna Klinova;F;30;173;78;Kazakhstan;KAZ;Canoeing
61306;Inna Klinova;F;30;173;78;Kazakhstan;KAZ;Canoeing
61312;Darya Igorevna Klishina;F;25;180;57;Russia;RUS;Athletics
61322;Ivan Kljakovi-Gapi;M;32;189;95;Croatia;CRO;Sailing
61326;Tom Klobunk;M;26;185;88;Slovakia;SVK;Swimming
61359;Konstanze Klosterhalfen;F;19;174;48;Germany;GER;Athletics
61361;Lukas Klostermann;M;20;189;83;Germany;GER;Football
61368;Elika Kluinov;F;28;178;70;Czech Republic;CZE;Athletics
61374;Georgina Klug;F;32;172;63;Argentina;ARG;Beach Volleyball
61381;Roger Kluge;M;30;191;85;Germany;GER;Cycling
61399;Iryna Volodymyrivna Klymets;F;21;168;78;Ukraine;UKR;Athletics
61405;Yegor Vasilyevich Klyuka;M;21;208;93;Russia;RUS;Volleyball
61413;Karol Kos;M;26;201;87;Poland;POL;Volleyball
61435;Edina Monika Knapek;F;38;166;53;Hungary;HUN;Fencing
61440;Karin Knapp;F;29;180;72;Italy;ITA;Tennis
61446;Anna Knauer;F;21;170;60;Germany;GER;Cycling
61456;"Timothy ""Tim"" Kneale";M;33;187;85;Great Britain;GBR;Shooting
61474;Andrea Kneppers;F;23;175;67;Netherlands;NED;Swimming
61484;Milena Kneevi-Raievi;F;26;177;71;Montenegro;MNE;Handball
61485;Kellion Knibb;F;22;183;86;Jamaica;JAM;Athletics
61509;Yona Knight-Wisdom;M;21;188;87;Jamaica;JAM;Diving
61512;Rudolf Knijnenburg Cordero;M;34;175;82;Bolivia;BOL;Shooting
61517;Sven Knipphals;M;30;189;88;Germany;GER;Athletics
61577;Mark William Knowles;M;31;183;74;Australia;AUS;Hockey
61582;Bronwen Knox;F;30;182;88;Australia;AUS;Water Polo
61631;Hanna Knyazyeva-Minenko;F;26;179;62;Israel;ISR;Athletics
61640;"Bo-Gyung ""Lydia"" Ko";F;19;165;NA;New Zealand;NZL;Golf
61645;Marthe Koala;F;22;177;69;Burkina Faso;BUR;Athletics
61647;Tetiana Volodymyrivna Kob;F;28;161;51;Ukraine;UKR;Boxing
61652;Kenji Kobase;M;29;180;80;Japan;JPN;Swimming
61696;Nomie Kober;F;22;180;73;France;FRA;Rowing
61710;Roberti Kobliashvili;M;22;180;85;Georgia;GEO;Wrestling
61711;Dmitry Koblov;M;23;183;82;Kazakhstan;KAZ;Athletics
61715;Yuki Kobori;M;22;183;77;Japan;JPN;Swimming
61717;Kristel Arianne Kbrich Schmipl;F;30;170;60;Chile;CHI;Swimming
61717;Kristel Arianne Kbrich Schmipl;F;30;170;60;Chile;CHI;Swimming
61721;Agnieszka Kobus;F;25;177;68;Poland;POL;Rowing
61729;Igor Andreyevich Kobzar;M;25;198;86;Russia;RUS;Volleyball
61765;Jonathan Koch;M;30;183;73;Germany;GER;Rowing
61775;Marco Koch;M;26;185;83;Germany;GER;Swimming
61775;Marco Koch;M;26;185;83;Germany;GER;Swimming
61795;Pavel Sergeyevich Kochetkov;M;30;184;72;Russia;RUS;Cycling
61795;Pavel Sergeyevich Kochetkov;M;30;184;72;Russia;RUS;Cycling
61803;Raquel Cristina Kochhann;F;23;172;70;Brazil;BRA;Rugby Sevens
61805;Gerasim Igorevich Kochnev;M;29;178;85;Uzbekistan;UZB;Canoeing
61805;Gerasim Igorevich Kochnev;M;29;178;85;Uzbekistan;UZB;Canoeing
61806;Olga Aleksandrovna Kochneva;F;28;168;58;Russia;RUS;Fencing
61812;Madison Taylor Kocian;F;19;157;46;United States;USA;Gymnastics
61812;Madison Taylor Kocian;F;19;157;46;United States;USA;Gymnastics
61857;Barbora Kodedov;F;26;165;54;Czech Republic;CZE;Modern Pentathlon
61865;Angel Kodinov;M;18;188;88;Bulgaria;BUL;Canoeing
61865;Angel Kodinov;M;18;188;88;Bulgaria;BUL;Canoeing
61871;Aron Kipchumba Koech;M;26;190;76;Kenya;KEN;Athletics
61875;Isiah Kiplangat Koech;M;22;172;65;Kenya;KEN;Athletics
61876;John Kibet Koech;M;20;168;53;Bahrain;BRN;Athletics
61913;Hua Wilfried Serge Koffi;M;28;186;88;Cote d'Ivoire;CIV;Athletics
61913;Hua Wilfried Serge Koffi;M;28;186;88;Cote d'Ivoire;CIV;Athletics
61921;Espen Kofstad;M;28;188;76;Norway;NOR;Golf
61923;Junya Koga;M;29;181;80;Japan;JPN;Swimming
61929;Valentina Kogan;F;36;173;71;Argentina;ARG;Handball
61950;Michelle Koh;F;25;170;70;Malaysia;MAS;Golf
61953;Rebeka Koha;F;18;157;52;Latvia;LAT;Weightlifting
61983;Sarah Khler;F;22;179;67;Germany;GER;Swimming
61983;Sarah Khler;F;22;179;67;Germany;GER;Swimming
61983;Sarah Khler;F;22;179;67;Germany;GER;Swimming
61992;Paul Kohlhoff;M;21;187;83;Germany;GER;Sailing
61995;Fabienne Kohlmann;F;26;170;57;Germany;GER;Athletics
61998;Martina Kohlov;F;31;169;68;Slovakia;SVK;Canoeing
61998;Martina Kohlov;F;31;169;68;Slovakia;SVK;Canoeing
62000;Philipp Eberhard Kohlschreiber;M;32;178;70;Germany;GER;Tennis
62012;Mifuyu Koide;F;20;165;59;Japan;JPN;Rugby Sevens
62067;Werner Kok;M;23;180;91;South Africa;RSA;Rugby Sevens
62068;Dienov Andrs Koka;M;20;173;68;Congo (Brazzaville);CGO;Swimming
62072;Uangi Kokauri;M;24;195;135;Azerbaijan;AZE;Judo
62083;Vyron Kokkalanis;M;30;186;75;Greece;GRE;Sailing
62086;Thanasi Kokkinakis;M;20;196;82;Australia;AUS;Tennis
62116;Sara Kolak;F;21;170;74;Croatia;CRO;Athletics
62130;Asmir Kolainac;M;31;187;140;Serbia;SRB;Athletics
62138;Cheslin Kolbe;M;22;179;89;South Africa;RSA;Rugby Sevens
62168;Olena Dmytrivna Kolesnichenko;F;23;172;57;Ukraine;UKR;Athletics
62169;Svetlana Konstantinovna Kolesnichenko;F;22;171;53;Russia;RUS;Synchronized Swimming
62210;Osea Kolinisau;M;30;174;90;Fiji;FIJ;Rugby Sevens
62254;Violetta Vitalyevna Kolobova;F;25;176;64;Russia;RUS;Fencing
62254;Violetta Vitalyevna Kolobova;F;25;176;64;Russia;RUS;Fencing
62259;Pawe Koodziski;M;28;190;83;Poland;POL;Sailing
62260;Kelsey Kolojejchick;F;24;161;61;United States;USA;Hockey
62267;Sergey Viktorovich Kolomoyets;M;26;192;115;Belarus;BLR;Athletics
62268;Khristodoulos Kolomvos;M;27;186;103;Greece;GRE;Water Polo
62318;Yevgeny Viktorovich Komarov;M;27;175;78;Russia;RUS;Cycling
62321;Alina Ivanivna Komashchuk;F;23;169;75;Ukraine;UKR;Fencing
62321;Alina Ivanivna Komashchuk;F;23;169;75;Ukraine;UKR;Fencing
62332;Sergey Anatolyevich Komissarov;M;28;184;81;Russia;RUS;Sailing
62361;Nanthana Komwong;F;35;159;54;Thailand;THA;Table Tennis
62371;Dawid Konarski;M;26;198;95;Poland;POL;Volleyball
62375;Pa Konate;M;22;171;72;Sweden;SWE;Football
62386;Ami Kondo;F;21;156;48;Japan;JPN;Judo
62387;Kaede Kondo;F;24;173;62;Japan;JPN;Basketball
62394;Ai Kondo Yoshida;F;35;161;58;Japan;JPN;Sailing
62413;Mamina Kon;F;27;173;NA;Cote d'Ivoire;CIV;Taekwondo
62433;"Man Wai ""Vivian"" Kong";F;22;178;66;Hong Kong;HKG;Fencing
62436;"Man Yi ""Yvette"" Kong";F;23;176;60;Hong Kong;HKG;Swimming
62436;"Man Yi ""Yvette"" Kong";F;23;176;60;Hong Kong;HKG;Swimming
62449;Josh Konieczny;M;25;180;75;United States;USA;Rowing
62459;Leopold Knig;M;28;178;62;Czech Republic;CZE;Cycling
62459;Leopold Knig;M;28;178;62;Czech Republic;CZE;Cycling
62485;Ana Konjuh;F;18;174;65;Croatia;CRO;Tennis
62487;lie Konki;M;24;170;52;France;FRA;Boxing
62520;Klaudia Konopko;F;24;170;57;Poland;POL;Athletics
62534;Ignatas Konovalovas;M;30;190;75;Lithuania;LTU;Cycling
62572;Johanna Konta;F;25;183;70;Great Britain;GBR;Tennis
62572;Johanna Konta;F;25;183;70;Great Britain-2;GBR;Tennis
62572;Johanna Konta;F;25;183;70;Great Britain;GBR;Tennis
62575;Pavlos Kontides;M;26;183;82;Cyprus;CYP;Sailing
62579;Zoi Kontogianni;F;18;165;47;Greece;GRE;Rhythmic Gymnastics
62582;Aikaterini-Maria Kontokhristopoulou;F;19;168;58;Greece;GRE;Fencing
62643;Ji Kop;M;34;175;73;Czech Republic;CZE;Rowing
62650;Blint Kopasz;M;19;181;72;Hungary;HUN;Canoeing
62660;Lotte Kopecky;F;20;171;66;Belgium;BEL;Cycling
62660;Lotte Kopecky;F;20;171;66;Belgium;BEL;Cycling
62667;Yigal Kopinsky;M;30;NA;NA;Suriname;SUR;Judo
62673;Marko Kopljar;M;30;210;112;Croatia;CRO;Handball
62681;Pavol Kopp;M;37;183;74;Slovakia;SVK;Shooting
62681;Pavol Kopp;M;37;183;74;Slovakia;SVK;Shooting
62710;Malwina Kopron;F;21;167;73;Poland;POL;Athletics
62715;Yevgeny Nikolayevich Koptelov;M;22;190;72;Russia;RUS;Swimming
62715;Yevgeny Nikolayevich Koptelov;M;22;190;72;Russia;RUS;Swimming
62715;Yevgeny Nikolayevich Koptelov;M;22;190;72;Russia;RUS;Swimming
62721;Salom Kora;F;22;173;66;Switzerland;SUI;Athletics
62725;Anna Korakaki;F;20;175;65;Greece;GRE;Shooting
62725;Anna Korakaki;F;20;175;65;Greece;GRE;Shooting
62764;Victor Koretzky;M;21;180;69;France;FRA;Cycling
62770;Maximilian Korge;M;21;193;92;Germany;GER;Rowing
62788;Isaac Korir;M;25;188;59;Bahrain;BRN;Athletics
62791;Leonard Essau Korir;M;29;170;59;United States;USA;Athletics
62792;Wesley Kipchumba Korir;M;33;177;54;Kenya;KEN;Athletics
62807;Vill Gyngyvr Kormos;F;28;170;60;Hungary;HUN;Diving
62837;Anna Mykolavna Kornuta;F;27;170;55;Ukraine;UKR;Athletics
62842;Mariya Korobitskaya;F;26;155;55;Kyrgyzstan;KGZ;Athletics
62849;Shinzo Koroki;M;30;175;72;Japan;JPN;Football
62852;Yelizaveta Korol (Lunina-);F;21;167;69;Kazakhstan;KAZ;Shooting
62852;Yelizaveta Korol (Lunina-);F;21;167;69;Kazakhstan;KAZ;Shooting
62853;Yuliya Vladimirovna Korol;F;25;162;57;Belarus;BLR;Athletics
62854;Mariya Koroleva;F;26;165;56;United States;USA;Synchronized Swimming
62861;Yevgeny Aleksandrovich Korolyov;M;25;169;69;Belarus;BLR;Diving
62873;Pavlo Serhiyovych Korostylov;M;18;186;100;Ukraine;UKR;Shooting
62873;Pavlo Serhiyovych Korostylov;M;18;186;100;Ukraine;UKR;Shooting
62902;Yekaterina Viktorovna Korshunova;F;28;161;69;Russia;RUS;Shooting
62902;Yekaterina Viktorovna Korshunova;F;28;161;69;Russia;RUS;Shooting
62931;Pawe Jzef Korzeniowski;M;31;192;82;Poland;POL;Swimming
62931;Pawe Jzef Korzeniowski;M;31;192;82;Poland;POL;Swimming
62931;Pawe Jzef Korzeniowski;M;31;192;82;Poland;POL;Swimming
62933;Tatyana Aleksandrovna Korzh;F;23;175;75;Belarus;BLR;Athletics
62958;Birgit Koschischek;F;29;169;60;Austria;AUT;Swimming
62968;Yasuhiro Koseki;M;24;188;80;Japan;JPN;Swimming
62968;Yasuhiro Koseki;M;24;188;80;Japan;JPN;Swimming
62968;Yasuhiro Koseki;M;24;188;80;Japan;JPN;Swimming
62982;Tatyana Sergeyevna Kosheleva;F;27;191;67;Russia;RUS;Volleyball
62984;Alona Koshevatskiy;F;18;170;53;Israel;ISR;Rhythmic Gymnastics
63020;Matias Koski;M;22;195;93;Finland;FIN;Swimming
63020;Matias Koski;M;22;195;93;Finland;FIN;Swimming
63039;Anton Kosma;M;39;183;66;Slovenia;SLO;Athletics
63058;Artyom Vyacheslavovich Kosov;M;29;193;96;Russia;RUS;Rowing
63091;David Kosteleck;M;41;190;93;Czech Republic;CZE;Shooting
63105;Maureen Koster;F;24;176;57;Netherlands;NED;Athletics
63109;Olena Dmytrivna Kostevych;F;31;160;52;Ukraine;UKR;Shooting
63109;Olena Dmytrivna Kostevych;F;31;160;52;Ukraine;UKR;Shooting
63121;"Nadeida ""Nadia"" Kostiuczyk-Zieba";F;32;172;65;Poland;POL;Badminton
63122;Denys Valentynovych Kostiuk;M;34;175;62;Ukraine;UKR;Cycling
63135;Pavle Kostov;M;28;180;82;Croatia;CRO;Sailing
63143;Pavel Olegovich Kostromin;M;25;176;69;Belarus;BLR;Boxing
63160;Yekaterina Vadimovna Kosyanenko (Pankova-);F;26;178;64;Russia;RUS;Volleyball
63163;Dmytro Volodymyrovych Kosynskiy;M;27;198;105;Ukraine;UKR;Athletics
63222;Olha Yevstafivna Kotovska;F;32;167;50;Ukraine;UKR;Athletics
63241;Mariya Vasilyevna Kotyak;F;19;167;45;Belarus;BLR;Rhythmic Gymnastics
63251;Lei Kou;M;28;176;74;Ukraine;UKR;Table Tennis
63262;Ren Philippe Kouassi;M;36;190;83;Cote d'Ivoire;CIV;Archery
63265;Sanaa Koubaa;F;31;170;56;Germany;GER;Athletics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63272;"Mikhail Alexandrovich ""Misha"" Koudinov";M;25;160;59;New Zealand;NZL;Gymnastics
63277;Petr Koukal;M;30;192;92;Czech Republic;CZE;Badminton
63285;Henriette Nadege Koulla;F;23;169;67;Cameroon;CMR;Volleyball
63287;Dimitrios Koulouris;M;25;183;79;Greece;GRE;Swimming
63345;Igor Kovaevi;M;27;190;85;France;FRA;Water Polo
63363;Marin Kovacy;M;31;180;87;Slovakia;SVK;Shooting
63373;Barbara Kovcs;F;23;167;52;Hungary;HUN;Athletics
63392;"Joseph Mathias ""Joe"" Kovacs";M;27;183;134;United States;USA;Athletics
63413;Sarolta Kovcs;F;25;167;58;Hungary;HUN;Modern Pentathlon
63419;Zsfia Kovcs;F;16;157;48;Hungary;HUN;Gymnastics
63419;Zsfia Kovcs;F;16;157;48;Hungary;HUN;Gymnastics
63419;Zsfia Kovcs;F;16;157;48;Hungary;HUN;Gymnastics
63419;Zsfia Kovcs;F;16;157;48;Hungary;HUN;Gymnastics
63419;Zsfia Kovcs;F;16;157;48;Hungary;HUN;Gymnastics
63420;Zsfia Kovcs;F;28;180;58;Hungary;HUN;Triathlon
63428;Zoltn Kvg;M;37;204;132;Hungary;HUN;Athletics
63443;Nazar Viktorovych Kovalenko;M;29;177;68;Ukraine;UKR;Athletics
63464;Nikolay Anatolyevich Kovalyov;M;29;177;74;Russia;RUS;Fencing
63486;Danka Kovini;F;21;169;67;Montenegro;MNE;Tennis
63502;Yoann Kowal;M;29;172;58;France;FRA;Athletics
63516;Katarzyna Kowalska;F;31;178;55;Poland;POL;Athletics
63541;Magorzata Kozaczuk;F;28;169;62;Poland;POL;Fencing
63541;Magorzata Kozaczuk;F;28;169;62;Poland;POL;Fencing
63543;Danuta Kozk;F;29;168;63;Hungary;HUN;Canoeing
63543;Danuta Kozk;F;29;168;63;Hungary;HUN;Canoeing
63543;Danuta Kozk;F;29;168;63;Hungary;HUN;Canoeing
63558;Veronika Kozelsk-Fenclov;F;35;171;70;Czech Republic;CZE;Sailing
63560;Lucas Kozeniesky;M;21;180;80;United States;USA;Shooting
63565;Bakhtiyar Gabitovich Kozhatayev;M;24;177;70;Kazakhstan;KAZ;Cycling
63567;Anastasiya Mykolavna Kozhenkova;F;30;186;75;Ukraine;UKR;Rowing
63580;Kreimir Kozina;M;26;197;105;Croatia;CRO;Handball
63600;Dominik Kozma;M;25;193;90;Hungary;HUN;Swimming
63600;Dominik Kozma;M;25;193;90;Hungary;HUN;Swimming
63600;Dominik Kozma;M;25;193;90;Hungary;HUN;Swimming
63600;Dominik Kozma;M;25;193;90;Hungary;HUN;Swimming
63627;Artur Kozowski;M;31;169;54;Poland;POL;Athletics
63635;Karolina Koeczek;F;23;168;53;Poland;POL;Athletics
63637;Kinga Koosiska;F;26;179;67;Poland;POL;Beach Volleyball
63641;Emric Kpegba;M;17;NA;NA;Togo;TOG;Swimming
63643;Adzo Rebecca Kpossi;F;17;158;53;Togo;TOG;Swimming
63668;Ura Kragelj;F;28;166;56;Slovenia;SLO;Canoeing
63671;Mareen Krh;F;32;161;54;Germany;GER;Judo
63673;Annike Berit Krahn;F;31;173;61;Germany;GER;Football
63681;Julia Krajewski;F;27;168;65;Germany;GER;Equestrianism
63681;Julia Krajewski;F;27;168;65;Germany;GER;Equestrianism
63682;Przemysaw Krajewski;M;29;184;87;Poland;POL;Handball
63692;Yury Olegovich Krakovetsky;M;23;180;130;Kyrgyzstan;KGZ;Judo
63747;Ivan Krapi;M;27;194;103;Croatia;CRO;Water Polo
63749;Anastasiya Sergeyevna Krapivina;F;21;170;56;Russia;RUS;Swimming
63755;Vyacheslav Borisovich Krasilnikov;M;25;196;90;Russia-1;RUS;Beach Volleyball
63758;Mikhail Krasilov;M;26;183;70;Kazakhstan;KAZ;Athletics
63772;Hanna Serhivna Krasnoshlyk;F;20;171;59;Ukraine;UKR;Diving
63778;Aleksandr Vladimirovich Krasnykh;M;21;188;80;Russia;RUS;Swimming
63778;Aleksandr Vladimirovich Krasnykh;M;21;188;80;Russia;RUS;Swimming
63778;Aleksandr Vladimirovich Krasnykh;M;21;188;80;Russia;RUS;Swimming
63786;Dimitar Krastanov;M;22;181;71;Bulgaria;BUL;Modern Pentathlon
63795;Franciela das Graas Krasucki;F;28;168;63;Brazil;BRA;Athletics
63795;Franciela das Graas Krasucki;F;28;168;63;Brazil;BRA;Athletics
63809;Ilana Kratysh;F;26;169;69;Israel;ISR;Wrestling
63835;Sascia Kraus;F;23;177;65;Switzerland;SUI;Synchronized Swimming
63846;Gesa Felicitas Krause;F;24;167;51;Germany;GER;Athletics
63873;Olena Vitalivna Kravatska;F;24;176;66;Ukraine;UKR;Fencing
63873;Olena Vitalivna Kravatska;F;24;176;66;Ukraine;UKR;Fencing
63900;ukasz Krawczuk;M;27;184;75;Poland;POL;Athletics
63904;Katarzyna Krawczyk;F;25;158;53;Poland;POL;Wrestling
63911;Andrey Sergeyevich Kraytor;M;23;178;91;Russia;RUS;Canoeing
63939;Christian Kreienbhl;M;35;186;68;Switzerland;SUI;Athletics
63955;Jannick Green Krejberg;M;27;195;95;Denmark;DEN;Handball
64004;Amlie Kretz;F;23;168;53;Canada;CAN;Triathlon
64008;Lena Kreundl;F;18;174;69;Austria;AUT;Swimming
64032;"Alexandra Blaire ""Ali"" Krieger";F;32;168;63;United States;USA;Football
64037;Steffi Kriegerstein;F;23;178;70;Germany;GER;Canoeing
64052;Khadija Al-Krimi;F;20;171;57;Tunisia;TUN;Rowing
64057;Marcela Krinke-Susmelj;F;50;175;54;Switzerland;SUI;Equestrianism
64061;Roy Krishna;M;28;170;70;Fiji;FIJ;Football
64062;Ganapathi Krishnan;M;27;NA;NA;India;IND;Athletics
64109;Veronica Egebakken Kristiansen;F;26;175;68;Norway;NOR;Handball
64134;Garda Krisztina;F;22;170;76;Hungary;HUN;Water Polo
64184;Xnia Krizsn;F;23;172;63;Hungary;HUN;Athletics
64194;Sara Krnji;F;25;193;83;Serbia;SRB;Basketball
64207;Mieke Krger;F;23;181;78;Germany;GER;Cycling
64242;Mariam Kromah;F;22;NA;NA;Liberia;LBR;Athletics
64249;Ranomi Kromowidjojo;F;25;180;72;Netherlands;NED;Swimming
64249;Ranomi Kromowidjojo;F;25;180;72;Netherlands;NED;Swimming
64249;Ranomi Kromowidjojo;F;25;180;72;Netherlands;NED;Swimming
64291;Dmitry Kroyter;M;23;189;73;Israel;ISR;Athletics
64292;Luk Krplek;M;25;197;105;Czech Republic;CZE;Judo
64302;Sinphet Kruaithong;M;20;159;56;Thailand;THA;Weightlifting
64320;Camilla Kruger;F;29;161;51;Zimbabwe;ZIM;Equestrianism
64327;Hannah Krger;F;27;173;67;Germany;GER;Hockey
64339;Stephan Krger;M;27;187;86;Germany;GER;Rowing
64350;Steven Kruijswijk;M;29;177;64;Netherlands;NED;Cycling
64363;Marcin Krukowski;M;24;185;96;Poland;POL;Athletics
64379;Aleksandra Kruni;F;23;167;53;Serbia;SRB;Tennis
64379;Aleksandra Kruni;F;23;167;53;Serbia;SRB;Tennis
64385;Simona Krupeckait;F;33;170;70;Lithuania;LTU;Cycling
64385;Simona Krupeckait;F;33;170;70;Lithuania;LTU;Cycling
64399;Richard Adam Kruse;M;33;190;84;Great Britain;GBR;Fencing
64399;Richard Adam Kruse;M;33;190;84;Great Britain;GBR;Fencing
64417;Ondrej Kruel;M;27;190;120;Slovakia;SVK;Weightlifting
64422;Vijona Kryeziu;F;18;167;51;Kosovo;KOS;Athletics
64451;Olena Serhivna Kryvytska;F;29;174;62;Ukraine;UKR;Fencing
64451;Olena Serhivna Kryvytska;F;29;174;62;Ukraine;UKR;Fencing
